ts,curr_pid,pid,src_cpu,dst_cpu,imbalance,src_len,src_numa_len,src_preferred_len,delta,cpu_idle,cpu_not_idle,cpu_newly_idle,same_node,prefer_src,prefer_dst,delta_faults,total_faults,dst_len,src_load,dst_load,nr_fails,cache_nice_tries,buddy_hot,throttled,p_running,test_aggressive,can_migrate,pc_0,pc_1
11222591044131,14558,14564,11,10,24,2,0,0,-11222591301579,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,3432736268866,851115592207
11222591054188,14558,10493,11,10,24,2,0,0,-11222591420313,0,1,0,1,0,0,0,0,2,0,0,0,0,1,0,1,0,0,3432736268866,851115592207
11222955049949,14565,14558,10,0,4,3,0,0,-11222955433726,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,4577786694205,1043333774308
11222955059447,14565,13,10,0,4,3,0,0,-11222947443877,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,4577786694205,1043333774308
11222955064336,14565,10205,10,0,3,2,0,0,-11222955436456,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,4577786694205,1043333774308
11222959044483,14562,14567,14,4,6,2,0,0,-11222959430500,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,4601915720308,1064509647902
11222959054959,14562,14334,14,4,6,2,0,0,-11222959430500,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,4601915720308,1064509647902
11223207051107,14565,14561,2,0,4,2,0,0,-11223207426422,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,4393600849298,983823654444
11223207063400,14565,4379,2,0,4,2,0,0,-11223195431743,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,4393600849298,983823654444
11223459046609,14565,14564,11,0,2,2,0,0,-11223459424542,0,1,0,1,0,0,0,0,2,0,0,1,1,0,0,0,1,0,3435920148988,852067051774
11223459056108,14565,10493,11,0,2,2,0,0,-11223459424542,0,1,0,1,0,0,0,0,2,0,0,1,1,1,0,1,0,0,3435920148988,852067051774
11223459060857,14558,14564,11,10,25,2,0,0,-11223459424542,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,3435920148988,852067051774
11223459068121,14558,10493,11,10,25,2,0,0,-11223459424542,0,1,0,1,0,0,0,0,2,0,0,0,0,1,0,1,0,0,3435920148988,852067051774
11223779043967,14559,14569,13,12,3,2,0,0,-11223779419930,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3333134937219,838504149632
11223779053815,14559,196,13,12,3,2,0,0,-11223769044150,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3333134937219,838504149632
11224227048984,14562,14564,11,4,8,2,0,0,-11224227294532,0,1,0,1,0,0,0,0,3,0,0,0,1,0,0,0,1,0,3438888801150,852897954851
11224227062254,14562,10493,11,4,8,2,0,0,-11224227430249,0,1,0,1,0,0,0,0,3,0,0,0,1,1,0,1,0,0,3438888801150,852897954851
11224563050599,14565,14570,1,0,5,2,0,0,-11224563428834,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,3322237475118,817130626845
11224563063380,14565,11221,1,0,5,2,0,0,-11224563428834,0,1,0,1,0,0,0,0,2,0,0,0,0,1,1,1,0,0,3322237475118,817130626845
